brian f. davis;kwong t. chung
alvin m. halpern;victor  franco
g.  bekefi;wayne a. mcmullin
joseph h. eberly;kazimierz  rzażewski
r. d. rundel;k. a. smith
kohtaroh  miura;norio  kobayashi
w. g. graham;j. warren stearns
jack b. swift;barbara s. andereck
bill  moran;anthony c. ladd
david w. schwenke;donald g. truhlar
bernard  held;claude  deutsch
i. jong kim;mahmoud a. hasan
p. c. marin;matteo  giordano
s.  de barros;m. b. gaspar
john w. goodby;a. refik kortan
emilio  santos;matilde  leal
russell a. bonham;r. r. goruganthu
c. a. frost;h.  tootoonchi
jyrki  sivonen;seppo  aksela
p.  muralt;k. j. schenk
masayuki  ono;keith l. wong
roy d. mead;peter a. schulz
p. k. boyer;h.  hemmati
peter  thieberger;g.  goldring
a.  boyer;p.  malbrunot
j. p. daudey;daniel  maynau
gordon h. dunn;giovanni  stefani
a. s. kanofsky;richard a. carrigan
robert e. knight;frank c. sanders
t.  pignataro;henry s. greenside
herbert h. chen;y. c. lee
a.  gharbi;yves  le duff
p. w. fung;c. c. lam
w. h. bertl;m.  cargnelli
yasushi  nishida;takeshi  nagasawa
m. a. yates;p. m. gram
franco  wanderlingh;s.  doglia
deok kyo lee;eugene  feenberg
wai  mo suen;k. m. young
n. w. ashcroft;stephen m. foiles
g. o. williams;robert c. allen
pierre  borckmans;daniel  walgraef
b. l. chrisman;z.  guzik
d.  wickelgren;c. a. pearson
g.  raşeev;h.  le rouzo
a.  el himdy;m.  dieulin
g. d. alton;charles r. vane
c. g. back;m.  eminyan
l. d. doverspike;m. s. huq
r.  compagnoni;m.  meuti
r. h. schuch;dieter  liesen
gerald  badurek;helmut  rauch
j.  kimman;harm geert muller
maria  dworzecka;james j. griffin
kazimierz  rzażewski;maciej  lewenstein
j. f. bak;p.  siffert
siegfried  hess;h. m. hanley
w.  tai-meng;indrek  martinson
oscar  hipólito;Álvaro a. caparica
helmut  rauch;gerald  badurek
peter  zoller;gernot  alber
f. d. mcdaniel;grzegorz  lapicki
b. c. robertson;m. d. hasinoff
wolfgang  domcke;masahide  ohno
j.  stecki;g. r. van hecke
j. a. tanis;j. richard mowat
james m. hall;joal  newcomb
a.  matsumoto;toshihiro  iwai
e.  köhler;p.  ehrhart
g.  giusfredi;aldo  godone
berni j. alder;william e. alley
hanspeter  helm;john t. moseley
young k. bae;m. j. coggiola
thomas  keyes;a. j. masters
s.  hagmann;philip l. pepmiller
bernard  talin;y.  botzanowski
h. g. paretzke;l. h. toburen
ganesh  bhatt;emil  kazes
t.  tonuma;s.  uchiyama
kingsley w. jones;james m. hall
regina  bonanno;john  weiner
g. d. alton;leif  liljeby
f.  gounand;k. a. safinya
setsuo  ichimaru;hiroshi  iyetomi
robert j. wilson;erwin l. hahn
j. g. eden;m. n. ediger
shunsuke  nakanishi;takasi  endo
d. g. armour;david k. brice
john e. northrup;m. t. yin
r. h. schuch;h.  schmidt-böcking
azriel z. genack;k. p. leung
j. h. futrell;w.  lindinger
v. m. rao;p. t. rao
j. l. duggan;jack l. price
p. f. dittner;d. c. gregory
a.  de marchi;g. d. rovera
l.  letamendia;p.  joubert
william e. cooke;k. a. safinya
bernard  held;m. m. gombert
l.  oolman;c. a. pearson
william p. spencer;hajo  kuiper
b. b. hu;j. a. rudnick
raúl a. baragiola;e. v. alonso
oswald  benka;k.  parthasaradhi
h. q. porter;g.  vassilev
victor  kaufman;william l. rowan
j. b. donahue;howard c. bryant
john w. cooper;keith  burnett
heinz  herold;günter  wunner
y.  claude;samuel l. mccall
r. s. schneider;e. h. da jornada
nancy d. piltch;john w. farley
r. f. stebbings;g. b. mcmillian
koichi  izumo;hiroshi  kumagai
norio  kobayashi;k.  okuno
malcolm r. beasley;bernardo a. huberman
h.  rinneberg;j.  neukammer
j. r. kaufman;victor  kaufman
richard a. ferrell;jan v. sengers
a.  olafsson;carl o. weiss
toshihiro  iwai;shunsuke  ohtani
g. l. brooks;leonard m. scarfone
s. d. berry;charles r. vane
axel  schenzle;k. p. leung
akiva  ron;c. j. lee
masahiro  kimura;a.  matsumoto
r. l. shoemaker;d. l. kaplan
t. h. jeys;g. b. mcmillian
alfred s. schlachter;j. warren stearns
edwin a. power;t.  thirunamachandran
p.  venkataramaiah;k.  gopala
frank e. moss;g. v. welland
h.  schneuwly;l. a. schaller
m. a. fineman;s. w. jensen
v.  peřinova;jan  peřina
david a. dixon;devarajan  thirumalai
fred w. inman;d.  wickelgren
regina  bonanno;p.  polak-dingels
harold w. galbraith;martin  dubs
james s. cohen;o. p. judd
k. s. meyer;roger m. herman
g. peter lepage;paul b. mackenzie
g. a. glass;s. d. berry
s. d. marcum;w. e. wells
vassilis  raftopoulos;constantine e. theodosiou
a. r. plastino;d.  otero
guntram  schröder;helmut r. brand
n. c. deb;c.  sinha
charles m. bowden;f. p. mattar
h. k. tom;y. ron shen
s. k. sur;shyamal  datta
s. m. morita;k.  tokuda
kenneth b. butterfield;m. a. yates
anton  zeilinger;geoffrey i. opat
a.  ng;y. s. al-shiraida
l.  steenman-clark;k. w. hill
ch. k. kwan;t. s. stein
david m. garner;randall j. mikula
pedro  tarazona;r. l. evans
d. c. gregory;patrick  richard
charles  rosenblatt;j. d. litster
frank c. sanders;robert e. knight
wolfgang  meckbach;c. r. garibotti
jacques  bauche;claire  bauche-arnoult
merle e. riley;james m. peek
j. n. leboeuf;charles f. kennel
j.  migdałek;william e. baylis
m.  weinfeld;c.  garban-labaune
b.  sayer;m.  hugon
thomas w. mossberg;s. r. hartmann
a. ganesh vaidyanathan;daniel  kleppner
l.  moi;serge  haroche
a. s. mårtensson;ingvar k. lindgren
p. f. wainwright;m. s. lubell
t.  kawabe;h.  ishizuka
s. a. martin;w.  hürlimann
walter r. johnson;vojislav  radojević
ryszard  tanaś;joseph h. eberly
joseph h. eberly;dan  agassi
chindhu s. warke;a. s. ramachandran
joal  newcomb;tom j. gray
ronald e. olson;mineo  kimura
benjamin m. ocko;m.  meichle
daniel  van labeke;ph.  grossel
robert r. lucchese;vincent  mckoy
y.  gabai;y.  yerachmiel
ch.  stoller;j. d. molitoris
j. b. atkinson;j.  wolnikowski
h.  egger;h.  pummer
stephen j. smith;daniel s. elliott
johannes  andriessen;s. a. ahmad
arthur v. phelps;c.  yamabe
s. pape møller;g.  melchart
m.  mayo;j. a. stone
peter  sigmund;de ji  fu
joal  newcomb;brant m. johnson
wai  mo suen;h. m. lai
kai shue  lam;dilip k. bhattacharyya
richard  friedberg;s. r. hartmann
l.  steenman-clark;jacques  dubau
j.  kubic;c. r. sun
mario  novello;h.  heintzmann
matt d. brown;david j. land
d. m. blankenship;t. j. kvale
j. m. woolsey;m.  eminyan
milan  blaha;dwight  duston
s.  tsurubuchi;yoshio  kaneko
ph.  deschepper;p.  pellegrin
akio  tsuji;takeshi  ishihara
shunsuke  nakanishi;tsuneo  hashi
m. t. ramos;d.  girard-vernhet
p. r. simony;oliver l. weaver
chan  joshi;h. a. baldis
t. e. toohig;a. s. vodopianov
ernest r. davidson;e. j. brändas
robert n. compton;david j. pegg
jason c. gallas;marek  kuś
david j. singh;yatendra pal varshni
howard c. bryant;c. a. frost
sebastian  doniach;frank w. kutzler
s. w. jensen;d. f. register
serge  feneuille;eliane  luc-koenig
norio  kobayashi;toshihiro  iwai
k. a. aniol;m. d. hasinoff
m.  diligenti;g. l. braglia
h. g. paretzke;w. e. wilson
j. d. cogan;k. a. smith
leonard m. scarfone;g. l. brooks
ulf  dahlborg;l. g. olsson
steven g. alston;joseph h. macek
s.  uchiyama;a.  hashizume
e. n. tsyganov;i. jong kim
richard a. carrigan;b. l. chrisman
roger m. herman;k. s. meyer
l. wilmer anderson;chun c. lin
p. f. liao;j. e. bjorkholm
wayne m. itano;l. l. lewis
e. c. montenegro;a. g. de pinho
marcel  ausloos;andrzej  pȩkalski
myron l. zimmerman;randall g. hulet
r.  helbing;j.  patel
k.  ramamurthy;p. k. malhotra
j.  pinard;s.  liberman
b. c. robertson;martin  salomon
r. du bois;n.  stolterfoht
norberto  micali;franco  wanderlingh
g. d. alton;ivan a. sellin
r. l. graham;c. w. gardiner
j. c. pratt;howard c. bryant
j.  lipson;m. g. tuszewski
roman  laubert;ivan a. sellin
m.  eminyan;g.  vassilev
m. cristina marchetti;james w. dufty
eugene j. mcguire;l. c. pitchford
m. p. slusher;r. f. stebbings
james m. peek;j. c. browne
r. d. dubois;t. v. goffe
giovanni  ciccotti;renato  gallico
bernd  crasemann;mau hsiung chen
edward j. shipsey;thomas a. green
charles d. boley;c.  vaucamps
manuel  de llano;l. p. benofy
j.  neukammer;e.  matthias
j. f. bak;g.  melchart
girish s. agarwal;sushanta  dattagupta
l. a. rayburn;arlen r. zander
f. bary malik;j. tsekrisme ndefru
jan  weiland;per olof  andersson
stanley  bashkin;erling  veje
m.  mayo;g. a. murray
tsuneo  hashi;shunsuke  nakanishi
a. s. kanofsky;robert c. allen
j.  kubic;donald harvey stork
j. d. poll;g. h. smith
björn o. roos;andrzej j. sadlej
f. d. mcdaniel;philip d. miller
s.  liberman;j.  pinard
tan  takahashi;akira  hitachi
james d. cresser;d.  hammonds
guy m. weyl;wolf  seka
f. d. mcdaniel;l. a. rayburn
jayanta k. bhattacharjee;richard a. ferrell
francis h. ree;arthur c. mitchell
l. a. schaller;h.  schneuwly
john s. risley;w. b. westerveld
g. d. fletcher;m. s. lubell
ella  yarkoni;yehiam  prior
r. j. dehoff;r.  biggers
d. h. crandall;fred w. meyer
cyrus r. safinya;j. d. litster
robert h. mcfarland;ronald e. olson
j. p. chabrat;sow hsin chen
d.  dillenburg;b.  liberman
p. s. ramanujam;constantine e. theodosiou
amita  chaubey;k. s. srivastava
peter j. jensen;karl h. bennemann
g. d. fletcher;vernon w. hughes
r. d. dubois;l. h. toburen
james h. mcguire;n. c. sil
j  f. delpech;thomas f. gallagher
george d. tsakiris;hans r. griem
piotr  froelich;c. h. obcemea
andrzej  pȩkalski;marcel  ausloos
r.  camilloni;wade t. rogers
s.  hagmann;tom j. gray
r. h. tipping;s. a. clough
g.  gaul;j. m. römer
r. f. stebbings;m. p. slusher
r. l. evans;pedro  tarazona
h. k. carter;m. l. gaillard
m.  rogge;j. m. römer
a. ganesh vaidyanathan;philip  shorer
s.  salih;d. w. duquette
t. dean gaily;richard a. holt
h.  damsgaard;helge  knudsen
o. p. judd;james s. cohen
a. refik kortan;john w. goodby
mario  bertolotti;concita  sibilia
ivan a. sellin;m.  suter
phillip  sprangle;e. h. da jornada
w. e. kauppila;steven j. smith
melissa  reading;j. Østgaard olsen
william p. spencer;a. ganesh vaidyanathan
ronald e. olson;robert h. mcfarland
mahmoud a. hasan;z.  guzik
robert t. poe;s. w. jensen
t. l. pittman;jack  sugar
r.  regall;g.  melchart
a. k. priyadarsini;p. p. kane
b. l. chrisman;a. s. vodopianov
t.  chiaranza;roberto  bartolino
jacques  dubau;l.  steenman-clark
robert m. nicklow;s. t. chen
m.  sebata;keizo  ishii
m. n. uddin;w. e. kauppila
p.  kuske;h. j. andrä
z.  guzik;donald harvey stork
elisabeth  giacobino;paul r. berman
j.  neukammer;h.  rinneberg
john w. farley;william h. wing
c. r. garibotti;i. b. nemirovsky
manfred  fink;russell a. bonham
john  weiner;regina  bonanno
j.  campos;i.  tanarro
u. e. becker;s.  owaki
sheldon  datz;g. d. alton
i. jong kim;richard a. carrigan
d.  dillenburg;e. h. da jornada
r. w. hamm;h.  sharifian
robert h. clark;joseph b. mann
g. d. fletcher;p. f. wainwright
arthur c. mitchell;francis h. ree
r.  normandin;v. y. so
u.  hefter;w. c. lineberger
c. m. truesdale;s.  owaki
jacques  bauche;eliane  luc-koenig
l.  krause;j.  wolnikowski
h.  schmidt-böcking;d.  maor
lothar  frommhold;s. r. federman
d. h. crandall;gordon h. dunn
c.  jupén;ulf  litzén
s. m. green;alex  dalgarno
m. c. nemes;a. r. de toledo piza
kalidas  bhadra;ronald w. henry
jochen  schirmer;lorenz s. cederbaum
johann  summhammer;helmut  rauch
howard s. taylor;robert e. wyatt
r. r. parker;sow hsin chen
m. m. schauer;leif  liljeby
z.  guzik;j.  kubic
d. l. ziegler;k. a. smith
m. s. huq;r. l. champion
r.  mehta;l. a. rayburn
chun c. lin;r. e. miers
p. t. nielsen;ove  poulsen
a.  van wijngaarden;g. f. drake
w. e. wells;s. d. marcum
sidney  yip;c.  vaucamps
m.  mayo;thomas j. morgan
r. p. saxena;r. s. bhattacharjee
h. g. mahler;w. h. bertl
einar  hinnov;szymon  suckewer
paul  faucher;l.  steenman-clark
richard t. scalettar;p. j. doe
j. p. eckmann;peter  wittwer
padma kant shukla;r. p. sharma
j.  sohma;norio  kobayashi
anthony c. ladd;denis j. evans
p. r. jensen;r.  regall
chun c. lin;j. e. gastineau
u.  hefter;peter a. schulz
jian zhi  ruan(gen);tetsuhiko  takahashi
takeshi  nagasawa;yasushi  nishida
joseph h. macek;steven g. alston
ravinder  kachru;k. a. safinya
chen yu  tai;ann  tarn
doreen a. weinberger;john w. farley
r. h. pratt;akiva  ron
e.  redd;john t. park
w. h. breunlich;j.  zmeskal
michio  matsuzawa;kunitaka  sasano
tom j. gray;s.  hagmann
f.  amiranoff;e.  fabre
l. j. yu;cyrus r. safinya
tadayoshi  doke;akira  hitachi
p. e. cladis;p. l. finn
gernot  alber;peter  zoller
stephen j. buckman;c.  yamabe
l. a bloomfield;ph.  dabkiewicz
itsuo  katayama;w.  oelert
u. e. becker;c. m. truesdale
a.  mozumder;b. l. tembe
g.  navascues;r.  bragado
joseph  zyss;j. l. oudar
m.  rogge;j.  meissburger
r. s. mcwilliams;n. s. wolf
gilles  sigaud;f.  hardouin
h. u. rahman;jan  weiland
b.  styczen;s. a. martin
charles j. joachain;n. n. nedeljkovic
a. m. s. tremblay;claude  tremblay
a.  lesage;myron h. miller
karl  lohmer;ralph  krotz
g. b. mcmillian;r. f. stebbings
a. eugene livingston;robert l. brooks
jan r. rubbmark;theodore w. ducas
padma kant shukla;m. y. yu
helmut r. brand;p. l. finn
m. l. al-ghazi;j.  birchall
mario  bertolotti;jan  peřina
giovanni  stefani;r. aaron falk
ring ling  chien;oliver c. mullins
m.  dieulin;p.  camus
giovanni  stefani;ronald w. henry
j. g. eden;a. w. mccown
kean  feng;chia wei  woo
j. c. pratt;j. b. donahue
j.  pascale;ronald e. olson
fred w. inman;c. a. pearson
a.  maruani;daniel s. chemla
alfred  saupe;guido  meier
ali h. nayfeh;kevin  king
jason c. gallas;krzysztof  wódkiewicz
riki  kobayashi;john p. schroeter
anton  zeilinger;u.  kischko
robin  shakeshaft;edward j. robinson
hiroyuki  tawara;k.  kawatsura
helmut r. brand;pierre c. hohenberg
w.  rösner;h.  ruder
c. a. lewis;k.  o'leary
r. w. hamm;j. b. donahue
michael  berman;hernán  estrada
l. a. rayburn;mike c. andrews
kiyoshi  yatsui;masao  matsui
mahmoud a. hasan;b. l. chrisman
h.  abachi;a.  boyer
william j. nellis;david a. young
nils  elander;e. j. brändas
p.  siffert;r.  regall
andrew u. hazi;b. v. mckoy
james j. wynne;d. j. jackson
lloyd l. chase;m. l. claude
j. b. donahue;j. c. pratt
marek  kuś;jason c. gallas
d. k. doughty;james e. lawler
ronald c. davidson;b. g. lane
ferdinand v. coroniti;m.  ashour-abdalla
l. a. bloomfield;h.  gerhardt
g. j. collins;h.  hemmati
h.  schneuwly;a.  rüetschi
c. c. huang;d.  lamey
d.  litchinsky;j. b. suck
koichi  izumo;akira  hitachi
david  salzmann;leah  gitter
g.  petersen;s. pape møller
jack b. swift;t.  pignataro
ch.  stoller;walter e. meyerhof
j. c. pratt;h.  sharifian
roman  laubert;g. d. alton
j. d. fournier;uriel  frisch
shalom  eliezer;aaron d. krumbein
ivan a. sellin;roman  laubert
y. c. chou;a. anil kumar
m.  ashour-abdalla;toshiki  tajima
h.  van haeringen;l. p. kok
bernardo a. huberman;malcolm r. beasley
shlomo  havlin;daniel  ben-avraham
girish s. agarwal;stanley l. haan
e. j. brändas;ernest r. davidson
m. s. wang;akiva  ron
cyrus r. safinya;robert j. birgeneau
k. f. berggren;roland  ribberfors
lee a. collins;barry i. schneider
fred w. meyer;r. a. phaneuf
ingrid  kuen;j. h. futrell
dan  nir;a.  ginzburg
s. r. hartmann;ravinder  kachru
r. m. méndez-moreno;a.  calles
b. h. post;k. h. van leeuwen
r. a. tilton;s. d. marcum
maria  allegrini;v. s. kushawaha
linda e. reichl;r.  de fainchtein
s.  de barros;o. d. gonçalves
k. h. schartner;c. c. havener
b. l. chrisman;robert c. allen
b. l. tembe;a.  mozumder
j. s. kirkaldy;l. b. patterson
jan  weiland;h. u. rahman
martin  salomon;dezsö  horváth
john p. schroeter;riki  kobayashi
j. b. suck;e.  schneider
shoukry s. hassan;daniel f. walls
randall g. hulet;myron l. zimmerman
devarajan  thirumalai;donald g. truhlar
j. p. gauyacq;a.  herzenberg
shyamal  datta;s. k. sur
samuel l. mccall;michael s. feld
gerald  feinberg;joseph  sucher
paul  faucher;jacques  dubau
vojislav  radojević;k. t. cheng
r.  de fainchtein;tomio y. petrosky
k. j. schenk;robert  blinc
william  williamson;p. s. ramanujam
paul s. linsay;daniel  dewey
j. p. daudey;j. p. malrieu
g.  gaul;g. a. berg
s. danko bosanac;k.  knešaurek
j. l. duggan;mike c. andrews
arie  zigler;jacques  bauche
j. i. steinfeld;martin  dubs
f. d. mcdaniel;r.  mehta
r.  mehta;mike c. andrews
eric d. siggia;annette  zippelius
robert e. wyatt;claude  leforestier
c. jake waddington;d. j. fixsen
c.  vargas-aburto;david k. brice
justin m. sanders;r. j. maurer
p.  siffert;g.  petersen
h. j. andrä;a.  gaupp
lee a. collins;michael a morrison
t.  miyoshi;kunihiro  shima
p. j. martin;e.  rille
kenneth b. butterfield;m. e. hamm
carl  rau;j. s. helman
j. l. dehmer;albert c. parr
allan a. hauer;j. l. davis
eric h. pinnington;h. gordon berry
c. j. david lin;thomas g. winter
david j. rowe;george  rosensteel
s. b. elston;g. d. alton
kenneth j. lagattuta;yukap  hahn
sunanda  guha;n. c. sil
m.  bitter;c.  camhy-val
m.  prost;b.  dubois
r. j. key;allen r. slaughter
grzegorz  lapicki;arlen r. zander
charles r. vane;s. b. elston
j. f. chemin;j. d. molitoris
mietek  lisak;d. p. anderson
j. h. smart;y. f. hsieh
arthur v. phelps;stephen j. buckman
milan  blaha;john e. rogerson
a. g. adam;richard a. holt
d.  gwinn;sow hsin chen
farida  majid;md.  salimullah
r. e. miers;chun c. lin
c. a. frost;howard c. bryant
r.  klimovsky-barid;h.  friedmann
charles d. boley;p.  joubert
t. s. stein;j. h. smart
wolf  seka;david i. rosen
claude  deutsch;y.  furutani
e. n. tsyganov;a. s. vodopianov
munir h. nayfeh;ali h. nayfeh
jörg m. eichler;o. d. gonçalves
a.  hashizume;yohko  awaya
walter m. gibson;a. b. watson
l.  gomberoff;m. a. hernández
john s. risley;k. h. schartner
keith  burnett;girish s. agarwal
howard c. bryant;p. m. gram
c. v. barros leite;n. v. de castro faria
robert l. brooks;a. eugene livingston
p. p. kane;g.  basavaraju
michael s. pindzola;christopher  bottcher
gerard j. milburn;daniel f. walls
f.  gounand;ravinder  kachru
charles w. clark;jack  sugar
h. u. rahman;padma kant shukla
c. h. holder;chun sing  o
maynard a. brandt;robert a. eades
e.  redd;d. m. blankenship
j. l. tain;w.  hürlimann
berni j. alder;sidney  yip
a. s. ghosh;pritikana  khan
c. a. petitjean;w. h. bertl
g. h. both;ralph  krotz
h. f. wellenstein;c.  tavard
yukap  hahn;daniel j. mclaughlin
donald harvey stork;b. l. chrisman
carl w. garland;a. refik kortan
g.  gaul;w.  oelert
n.  stolterfoht;d. h. schneider
s. m. peltier;manuel  de llano
jürgen  bosse;toyonori  munakata
paul s. bagus;o.  novaro
a.  bagheri;m. d. hasinoff
alfred s. schlachter;b. d. liu
c. a. clark;c. c. agosta
arnold  russek;ralph  snyder
paul d. kleiber;abraham  ben-reuven
david a. clark;winthrop w. smith
j. l. flinner;a.  glick
theodore w. ducas;jan r. rubbmark
a. w. mccown;m. n. ediger
robert j. birgeneau;a. refik kortan
joal  newcomb;m.  terasawa
dennis w. lindle;p. h. kobrin
john w. cooper;b. e. cole
lars  engström;ulf  litzén
g.  basavaraju;j.  mahajani
farid f. abraham;rashmi c. desai
j.  kubic;a. s. vodopianov
r.  camilloni;giovanni  stefani
k. h. streng;paul b. mackenzie
steven h. overbury;ivan a. sellin
wim  hogervorst;k. h. van leeuwen
f.  arqueros;i.  tanarro
b.  padhy;d. k. rai
a. g. klein;william a. hamilton
c. a. ratcliffe;t. v. goffe
f. m. gelardi;roberto  boscaino
j.  remillieux;m. j. gaillard
h. michael schmidt;h. v. hirschhausen
barbara l. whitten;wm. lowell morgan
ronald e. olson;rido  mann
itsuo  katayama;g.  gaul
v. p. kaftandjian;bernard  talin
angela  li-scholz;a.  leiberich
michel  gross;claude  fabre
james m. peek;eugene j. mcguire
masaki  sano;shin ichi  sato
k. t. cheng;charlotte froese fischer
keith  burnett;john w. cooper
barbara l. whitten;j. norman bardsley
p.  mandelbaum;claire  bauche-arnoult
andris t. stelbovics;bidhan c. saha
a. b. watson;a. s. vodopianov
s.  hagmann;james m. hall
friedhelm  bell;g.  trollmann
s. m. morita;m.  sebata
r. d. rundel;david e. nitz
heinz  herold;w.  rösner
bahaa a. saleh;malvin carl teich
jason c. gallas;edgardo  gerck
james  gee;john p. hohimer
j. p. apruzese;j. l. davis
h. h. stroke;elisabeth  giacobino
matt d. brown;james g. brennan
boël  denne;samuel a. cohen
w. h. bertl;h. g. mahler
p. t. leung;m. l. rustgi
a. g. klein;geoffrey i. opat
evelyn m. fearon;r. t. tsugawa
a.  herzenberg;j. p. gauyacq
w. t. armstrong;m. g. tuszewski
david f. measday;m. d. hasinoff
yukikazu  itikawa;hidekazu  takagi
k.  sauer;k.  baumgärtel
michael l. klein;john d. goddard
savo  bratos;bertrand  guillot
s. n.  liu;n. j. halas
h. f. wellenstein;lawrence b. mendelsohn
j. f. chemin;ch.  stoller
mitio  inokuti;harold f. winters
eberhard u. gross;erich  runge
j. c. cochrane;a. g. sgro
dipen n. sinha;laird c. brodie
w.  lindinger;franz  howorka
zeev  schuss;eshel  ben-jacob
j. a. tanis;w. g. graham
h. m. hanley;denis j. evans
h.  villinger;w.  lindinger
a. p. kazantsev;valery l. pokrovsky
aldo  godone;a.  olafsson
edward  gelerinter;thomas e. lockhart
j. e. gastineau;chun c. lin
c. g. back;j. m. woolsey
j. f. nicoll;t. s. chang
chanchal k. majumdar;j.  mahanty
pierre  chevallier;annie  chetioui
paul b. mackenzie;peter m. zerwas
robert  blinc;bostjan  zeks
h.  arend;p.  muralt
ivan a. sellin;marianne  breinig
h. j. ruskin;j. s. duarte
a.  timmermann;k.  lücke
david e. pritchard;alan l. migdall
e.  miraldi;claudio  oldano
j.  zmeskal;m.  cargnelli
e. c. crume;r. c. isler
kevin  king;g. barry hillard
z.  guzik;c. r. sun
p. g. rancoita;f.  james
david a. shirley;stephen h. southworth
marvin l. cohen;m. t. yin
m.  rothschild;d. f. muller
d. n. tripathy;u. c. satapathy
s.  fast;j. l. flinner
cleanthes a. nicolaides;george  aspromallis
r. a. phaneuf;fred w. meyer
klaus h. berkner;j. warren stearns
john b. delos;s. k. knudson
g. d. alton;sheldon  datz
serge  haroche;philippe  goy
r.  de fainchtein;w. m. zheng
j.  virmont;r.  fabbro
r. s. srivastava;c. s. singh
hans  lundberg;g.  jönsson
h. f. beyer;ronald e. olson
axel  schenzle;ralph g. devoe
a. s. ramachandran;v. l. narasimham
c. g. back;james a. slevin
jane d. legrange;sanat k. kumar
b.  moncef-bouanz;m.  gbadamassi
m. s. lubell;g. d. fletcher
b. w. west;neal f. lane
t. g. heil;s. m. green
j. l. duggan;arlen r. zander
ramakrishna  gowda;d.  powers
arthur c. mitchell;m.  van thiel
j. c. browne;thomas a. green
r. w. hamm;howard c. bryant
baruch  horovitz;n.  rosenberg
walter m. gibson;mahmoud a. hasan
j. m. raimond;l.  moi
a. s. vodopianov;c. r. sun
janos  bergou;valery l. pokrovsky
fernande  vedel;j. m. andré
akira  hitachi;masato  nishida
h.  daniel;f. j. hartmann
ruth  möhlenkamp;hans jürgen korsch
j. l. tain;b.  styczen
francis h. ree;m. f. ross
ove  poulsen;p. s. ramanujam
robert  blinc;k. j. schenk
jean louis  heully;ann marie  mårtensson-pendrill
paul r. berman;m.  tawil
b. g. zollars;hans a. schuessler
frank w. kutzler;keith o. hodgson
p. t. nielsen;n.  rud
j.  witt;wilfried  meyer
joseph h. eberly;ryszard  tanaś
l. a. rayburn;philip d. miller
p. t. leung;james e. turner
patrick  richard;philip l. pepmiller
m. n. uddin;y. f. hsieh
p. c. souers;j. l. hunt
j. f. sellschop;bruce d. patterson
kenneth m. sando;e. m. pontius
v. m. rao;m. p. rao
wilfried  meyer;a.  mattheus
e. otto steinborn;herbert h. kranz
j. a. tanis;s. m. shafroth
joal  newcomb;c. j. david lin
daniel j. mclaughlin;yukap  hahn
pierre c. hohenberg;helmut r. brand
t.  mikumo;kunihiro  shima
wayne a. mcmullin;ronald c. davidson
l. s. garcia-colin;r. m. velasco
t. s. ho;jörg m. eichler
koichi  izumo;tan  takahashi
k. j. schenk;j.  slak
d. t. attwood;n. m. ceglio
a. b. watson;e. n. tsyganov
michael a. morrison;robert w. crompton
jerry l. pietenpol;vijai v. dixit
john  weiner;j  c. gauthier
w.  oelert;w.  hürlimann
harvey a. gould;j. r. alonso
david a. clark;h.  tootoonchi
hugh e. dewitt;gary d. doolen
hiroshi  kumagai;koichi  izumo
karen schou pedersen;flemming yssing hansen
jerry l. peacher;d. m. blankenship
k.  sera;h.  arai
s.  hagmann;patrick  richard
ioan  motoc;oskar e. polansky
d.  lamey;ronald s. pindak
f.  entezami;a.  bagheri
ivan a. sellin;charles r. vane
william j. childs;v.  pfeufer
k. a. smith;j. d. cogan
edward a. overman;david w. mclaughlin
b. c. robertson;c. j. virtue
j. a. rudnick;b. b. hu
ravinder  kachru;n. h. tran
mark p. haugan;frank v. kowalski
piero  tartaglia;paolo  tombesi
a.  luks̆;v.  peřinova
wim h. de jeu;lech  longa
d. h. schneider;d.  ridder
sheldon  datz;ivan a. sellin
p.  grafström;g.  jönsson
grzegorz  lapicki;r.  mehta
anil k. pradhan;jan  källne
werner  groh;alfred s. schlachter
c.  kubach;victor  sidis
p.  benoit-cattin;a.  bordenave-montesquieu
v.  peřinova;a.  luks̆
c. j. virtue;f.  entezami
james g. brennan;matt d. brown
g. d. fletcher;t. j. gay
annie  chetioui;d.  girard-vernhet
k.  hamano;t.  kawazura
m. w. horbatsch;jurij w. darewych
tomoaki  yabe;chiyoe  yamanaka
a.  matsumoto;k.  okuno
tom j. gray;c. j. david lin
b. l. chrisman;e. n. tsyganov
marianne  breinig;g. a. glass
w.  schwitz;d.  girard
wolfgang  neuwirth;karl  lohmer
a. k. rajagopal;walter r. johnson
wade t. rogers;melissa  reading
günther  werth;rainer  blatt
karl f. freed;takao  ohta
a. s. kanofsky;a. s. vodopianov
p. j. doe;herbert h. chen
g.  brincourt;fernande  vedel
kazuko  shimizu;fujio  shimizu
paul  indelicato;d.  girard-vernhet
jerry l. peacher;d. g. seely
helmut  laurent;hans jürgen korsch
stanley l. haan;keith  burnett
k. a. safinya;ravinder  kachru
a. eugene livingston;p. s. ramanujam
d. k. rai;r. s. srivastava
alex  dalgarno;s. m. green
itamar  procaccia;david m. ronis
ralph  krotz;karl  lohmer
gordon r. freeman;norman  gee
frank t. avignone;ali e. khalil
samuel a. cohen;einar  hinnov
b. e. cole;john w. cooper
hans a. schuessler;r. h. hill
anthony c. ladd;william g. hoover
w.  glaser;e.  schneider
richard  marrus;michael h. prior
r. d. mathews;m. salim banna
